https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume USD
1747612800,2025-05-19 00:00:00,BAT/USD,0.14574,0.14789,0.14444,0.14788,12013.50998922,1776.5578572058537
1747526400,2025-05-18 00:00:00,BAT/USD,0.14513,0.15081,0.14513,0.15081,2516.88932051,379.5720784261131
1747440000,2025-05-17 00:00:00,BAT/USD,0.15103,0.15103,0.14423,0.14423,8863.35508167,1278.3617034292643
1747353600,2025-05-16 00:00:00,BAT/USD,0.15436,0.15641,0.15207,0.15208,17655.10063215,2684.9877041373716
1747267200,2025-05-15 00:00:00,BAT/USD,0.15878,0.15879,0.15170,0.15183,23993.87674963,3642.9903068963226
1747180800,2025-05-14 00:00:00,BAT/USD,0.16833,0.16868,0.15967,0.15967,14278.47593543,2279.8442526101085
1747094400,2025-05-13 00:00:00,BAT/USD,0.16151,0.16672,0.15769,0.16672,7688.46252425,1281.82047204296
1747008000,2025-05-12 00:00:00,BAT/USD,0.16558,0.17000,0.16222,0.16345,9715.85615188,1588.0566880247861
1746921600,2025-05-11 00:00:00,BAT/USD,0.16811,0.16830,0.16125,0.16732,18074.87306780,3024.287761704296
1746835200,2025-05-10 00:00:00,BAT/USD,0.16494,0.17091,0.16494,0.17091,8838.41692330,1510.573836361203
1746748800,2025-05-09 00:00:00,BAT/USD,0.15486,0.16215,0.15486,0.16000,5729.02457927,916.6439326832
1746662400,2025-05-08 00:00:00,BAT/USD,0.14837,0.14870,0.14832,0.14870,8508.99927541,1265.288192253467
1746576000,2025-05-07 00:00:00,BAT/USD,0.14017,0.14017,0.14017,0.14017,0.00000000,0.0
1746489600,2025-05-06 00:00:00,BAT/USD,0.14017,0.14017,0.14017,0.14017,149.93711617,21.016685573548898
1746403200,2025-05-05 00:00:00,BAT/USD,0.13970,0.14096,0.13970,0.14096,359.94945492,50.7384751655232
